croc,overall_rarity,a1,a2,a3,a4,a5,a6,a7,a8,a9,a1_rarity,a2_rarity,a3_rarity,a4_rarity,a5_rarity,a6_rarity,a7_rarity,a8_rarity,a9_rarity
8217,254245344.285972,0,15,0,33,35,20,7,0,16,85.734,1.654,57.763,3.364,4.32,1.631,11.037,90.92,1.305
8218,960279476.36492,0,30,0,21,24,47,5,0,11,85.734,2.509,57.763,1.26,5.142,2.059,14.75,90.92,4.32
8219,1838973.44448937,12,0,0,2,3,37,4,2,13,0.63,32.673,57.763,4.242,4.32,0.563,11.352,6.019,2.194
8220,1251467.44942883,0,0,19,58,16,45,9,1,3,85.734,32.673,4.388,1.463,1.991,2.396,4.534,0.619,5.198
8221,2111.78991447283,12,0,1,31,36,43,2,0,17,0.63,32.673,0.653,0.923,0.36,0.698,3.184,90.92,2.34
8222,6413659835.27067,0,0,0,23,19,40,5,0,19,85.734,32.673,57.763,3.938,1.755,1.845,14.75,90.92,2.318
8223,300425670.459391,0,30,0,21,14,45,5,0,9,85.734,2.509,57.763,1.26,1.361,2.396,14.75,90.92,4.388
8224,134740098.230741,0,0,17,0,22,26,11,0,17,85.734,32.673,1.856,20.545,1.665,0.833,4.275,90.92,2.34
8225,28566.0705008016,0,45,0,46,11,49,2,2,45,85.734,0.068,57.763,1.451,1.969,1.789,3.184,6.019,0.866
8226,1515078.47466158,9,38,0,0,12,48,13,2,6,0.945,1.845,57.763,20.545,3.195,0.99,10.992,6.019,3.499
8227,700493554.799185,0,0,2,0,24,7,9,0,27,85.734,32.673,1.564,20.545,5.142,2.014,4.534,90.92,1.823
8228,259082176.904507,0,18,0,47,13,23,1,0,18,85.734,0.979,57.763,2.892,6.503,0.923,18.126,90.92,1.868
8229,662798.254572219,0,10,30,31,6,66,4,2,7,85.734,1.271,1.508,0.923,6.436,2.318,11.352,6.019,4.287
8230,990748387.600723,0,43,0,0,21,30,19,0,6,85.734,1.328,57.763,20.545,2.408,2.667,3.589,90.92,3.499
8231,408164413.442037,0,26,0,43,16,65,1,0,25,85.734,2.048,57.763,2.475,1.991,1.89,18.126,90.92,2.622
8232,255063554.213234,0,1,0,10,30,22,3,0,9,85.734,2.903,57.763,1.845,1.834,2.768,4.748,90.92,4.388
8233,540315837.041492,0,3,0,43,1,63,1,0,2,85.734,0.979,57.763,2.475,3.105,1.823,18.126,90.92,4.827
8234,477145982.322288,0,0,0,51,35,95,13,0,35,85.734,32.673,57.763,1.26,4.32,0.259,10.992,90.92,2.093
8235,740539466.341709,0,14,0,23,12,8,7,0,24,85.734,2.667,57.763,3.938,3.195,2.779,11.037,90.92,1.598
8236,1093789239.7325,0,1,0,55,37,64,1,0,9,85.734,2.903,57.763,1.283,3.488,2.351,18.126,90.92,4.388
8237,319422.009525918,12,0,3,48,35,38,4,0,24,0.63,32.673,2.048,1.26,4.32,0.844,11.352,90.92,1.598
8238,4257426.50822694,0,0,4,55,16,27,3,2,1,85.734,32.673,1.89,1.283,1.991,2.171,4.748,6.019,5.074
8239,1633467697.93423,0,14,0,43,3,9,5,0,12,85.734,2.667,57.763,2.475,4.32,1.834,14.75,90.92,4.703
8240,116714063.309796,0,0,6,11,23,62,13,0,12,85.734,32.673,1.001,1.62,2.059,2.655,10.992,90.92,4.703
8241,151206579.166624,0,10,0,5,3,2,5,0,49,85.734,1.271,57.763,3.555,4.32,1.44,14.75,90.92,0.81
8242,36526413.1337001,0,0,1,58,15,6,1,0,25,85.734,32.673,0.653,1.463,3.792,0.833,18.126,90.92,2.622
8243,78158.295155303,0,19,0,45,35,41,1,10,37,85.734,1.879,57.763,1.226,4.32,0.551,18.126,0.428,0.371
8244,3019413613.75188,0,0,0,12,5,62,1,0,28,85.734,32.673,57.763,2.104,1.001,2.655,18.126,90.92,2.025
8245,6221501828.7218,0,0,0,47,12,61,7,0,19,85.734,32.673,57.763,2.892,3.195,1.789,11.037,90.92,2.318
8246,1141.58195752719,0,44,7,6,19,0,18,0,44,85.734,0.405,1.823,3.488,1.755,2.667,0.09,90.92,0.135
8247,2377563.93468894,0,0,17,18,31,29,6,0,9,85.734,32.673,1.856,0.518,2.183,0.574,1.766,90.92,4.388
8248,2457721.78469378,0,0,8,33,31,5,13,2,33,85.734,32.673,1.339,3.364,2.183,1.665,10.992,6.019,0.81
8249,91063904.290038,0,0,24,4,22,17,13,0,12,85.734,32.673,1.913,1.44,1.665,1.508,10.992,90.92,4.703
8250,8271213121.49183,0,8,0,0,37,45,4,0,4,85.734,2.216,57.763,20.545,3.488,2.396,11.352,90.92,4.253
8251,299783.210023693,1,33,24,43,15,35,1,0,13,1.958,1.508,1.913,2.475,3.792,1.564,18.126,90.92,2.194
8252,44124801.6039828,0,0,24,21,19,32,8,0,5,85.734,32.673,1.913,1.26,1.755,2.937,2.937,90.92,4.748
8253,127258221.147844,0,0,22,11,8,66,13,0,17,85.734,32.673,1.024,1.62,5.052,2.318,10.992,90.92,2.34
8254,1178025.25933204,0,31,0,35,13,18,10,2,52,85.734,0.99,57.763,1.136,6.503,2.329,3.893,6.019,0.596
8255,50734329.4825478,0,4,0,33,31,23,10,0,26,85.734,2.599,57.763,3.364,2.183,0.923,3.893,90.92,1.643
8256,421365994.73998,0,38,0,7,6,86,2,0,5,85.734,1.845,57.763,3.24,6.436,1.609,3.184,90.92,4.748
8257,58719663.2524911,0,41,0,32,17,40,4,0,21,85.734,3.297,57.763,0.563,2.16,1.845,11.352,90.92,1.553
8258,238498.061008256,0,51,0,0,34,67,1,0,44,85.734,0.36,57.763,20.545,0.259,0.113,18.126,90.92,0.135
8259,25800434270.1739,0,36,0,0,8,32,1,0,7,85.734,2.419,57.763,20.545,5.052,2.937,18.126,90.92,4.287
8260,1203530.11346658,0,31,0,50,13,63,10,2,49,85.734,0.99,57.763,1.091,6.503,1.823,3.893,6.019,0.81
8261,48268414.681265,0,14,0,6,24,3,2,0,52,85.734,2.667,57.763,3.488,5.142,1.181,3.184,90.92,0.596
8262,174026002.050168,0,0,10,42,6,62,10,0,14,85.734,32.673,1.879,2.655,6.436,2.655,3.893,90.92,2.059
8263,5863024.62258407,0,33,24,23,21,49,2,0,2,85.734,1.508,1.913,3.938,2.408,1.789,3.184,90.92,4.827
8264,347488762.28595,0,33,0,12,12,86,7,0,7,85.734,1.508,57.763,2.104,3.195,1.609,11.037,90.92,4.287
8265,86655364.0234971,0,14,0,6,6,20,2,0,50,85.734,2.667,57.763,3.488,6.436,1.631,3.184,90.92,0.619
8266,10639926126.5658,0,0,4,0,13,34,5,0,12,85.734,32.673,1.89,20.545,6.503,2.385,14.75,90.92,4.703
8267,0.065833626266378,0,49,0,0,40,79,1,9,52,85.734,0.011,57.763,20.545,0.011,0.011,18.126,0.045,0.596
8268,88312728.824,0,9,0,7,29,32,14,0,5,85.734,0.653,57.763,3.24,3.319,2.937,2.003,90.92,4.748
8269,75547919.7839154,0,8,0,5,11,2,19,0,35,85.734,2.216,57.763,3.555,1.969,1.44,3.589,90.92,2.093
8270,21515649.5266747,0,35,5,25,37,63,5,0,14,85.734,2.802,1.778,2.869,3.488,1.823,14.75,90.92,2.059
8271,1114259.17722249,0,7,0,29,32,50,13,6,15,85.734,1.598,57.763,3.589,1.159,1.845,10.992,0.878,1.901
8272,218372.901491754,0,6,6,58,6,44,6,0,47,85.734,2.261,1.001,1.463,6.436,2.757,1.766,90.92,0.27
8273,640873030.186749,0,41,0,0,26,47,10,0,21,85.734,3.297,57.763,20.545,1.688,2.059,3.893,90.92,1.553
8274,95143895.35976,0,37,23,0,33,63,7,0,12,85.734,1.406,1.26,20.545,3.544,1.823,11.037,90.92,4.703
8275,635581816.980517,0,0,21,0,30,54,1,0,9,85.734,32.673,1.193,20.545,1.834,0.698,18.126,90.92,4.388
8276,4022422.37158161,0,22,25,2,4,50,8,0,18,85.734,2.532,1.834,4.242,2.588,1.845,2.937,90.92,1.868
8277,378005.357962866,0,26,10,33,15,39,5,2,23,85.734,2.048,1.879,3.364,3.792,0.81,14.75,6.019,1.249
8278,940987944.575521,0,30,0,21,15,44,5,0,10,85.734,2.509,57.763,1.26,3.792,2.757,14.75,90.92,4.287
8279,7147.44121024391,0,25,0,10,44,95,1,2,44,85.734,1.519,57.763,1.845,0.135,0.259,18.126,6.019,0.135
8280,3475653.76123905,0,0,28,40,11,49,5,0,18,85.734,32.673,0.338,0.416,1.969,1.789,14.75,90.92,1.868
8281,707384.949660893,0,25,0,11,13,40,1,6,43,85.734,1.519,57.763,1.62,6.503,1.845,18.126,0.878,0.304
8282,42.6897438768977,1,45,0,54,15,13,2,2,45,1.958,0.068,57.763,0.056,3.792,1.575,3.184,6.019,0.866
8283,11301349711.4233,0,0,0,7,3,45,5,0,21,85.734,32.673,57.763,3.24,4.32,2.396,14.75,90.92,1.553
8284,242677543.87928,0,43,0,1,9,17,4,0,4,85.734,1.328,57.763,1.958,2.847,1.508,11.352,90.92,4.253
8285,83307892.9403294,12,0,0,25,18,51,7,0,3,0.63,32.673,57.763,2.869,3.33,1.406,11.037,90.92,5.198
8286,166979694.56683,0,0,24,47,15,23,1,0,18,85.734,32.673,1.913,2.892,3.792,0.923,18.126,90.92,1.868
8287,73624661.2236394,0,0,17,13,28,40,10,0,12,85.734,32.673,1.856,3.105,1.485,1.845,3.893,90.92,4.703
8288,35640002.3082894,0,43,0,4,21,26,11,0,2,85.734,1.328,57.763,1.44,2.408,0.833,4.275,90.92,4.827
8289,501524769.68724,0,22,0,13,4,65,1,0,24,85.734,2.532,57.763,3.105,2.588,1.89,18.126,90.92,1.598
8290,13213173.61409,0,14,0,6,32,51,2,0,53,85.734,2.667,57.763,3.488,1.159,1.406,3.184,90.92,0.608
8291,58207620.4108811,0,22,19,41,8,62,1,0,13,85.734,2.532,4.388,1.26,5.052,2.655,18.126,90.92,2.194
8292,112193728.422124,0,0,11,23,21,40,13,0,23,85.734,32.673,1.834,3.938,2.408,1.845,10.992,90.92,1.249
8293,21084348.8345269,0,0,17,19,17,20,19,0,5,85.734,32.673,1.856,0.743,2.16,1.631,3.589,90.92,4.748
8294,4360876.07859574,0,6,20,44,13,64,3,0,12,85.734,2.261,0.776,0.934,6.503,2.351,4.748,90.92,4.703
8295,1529181.07408338,0,10,13,0,7,68,13,0,11,85.734,1.271,0.304,20.545,4.197,0.124,10.992,90.92,4.32
8296,201030.676124484,0,51,0,0,36,69,13,0,44,85.734,0.36,57.763,20.545,0.36,0.113,10.992,90.92,0.135
8297,51830482.4701865,0,40,0,7,12,38,4,0,13,85.734,0.529,57.763,3.24,3.195,0.844,11.352,90.92,2.194
8298,973302865.453765,0,15,0,21,13,63,1,0,2,85.734,1.654,57.763,1.26,6.503,1.823,18.126,90.92,4.827
8299,195084144.646217,0,42,0,43,21,7,3,0,2,85.734,1.575,57.763,2.475,2.408,2.014,4.748,90.92,4.827
8300,10050466.894509,0,33,10,41,7,52,4,0,8,85.734,1.508,1.879,1.26,4.197,1.856,11.352,90.92,4.084
8301,468087705.278531,0,31,0,25,29,31,5,0,10,85.734,0.99,57.763,2.869,3.319,1.744,14.75,90.92,4.287
8302,143533942.34608,0,16,0,2,31,14,13,0,6,85.734,0.585,57.763,4.242,2.183,1.53,10.992,90.92,3.499
8303,55775039.602543,0,6,2,0,31,86,5,0,15,85.734,2.261,1.564,20.545,2.183,1.609,14.75,90.92,1.901
8304,4091.06243676417,20,10,30,2,15,13,4,2,9,0.281,1.271,1.508,4.242,3.792,1.575,11.352,6.019,4.388
8305,14678841.675366,0,5,0,20,8,86,12,0,21,85.734,1.271,57.763,0.799,5.052,1.609,2.543,90.92,1.553
8306,623985.146558632,15,50,0,45,11,63,5,0,2,1.868,0.203,57.763,1.226,1.969,1.823,14.75,90.92,4.827
8307,712669559.163878,0,4,0,2,29,47,1,0,36,85.734,2.599,57.763,4.242,3.319,2.059,18.126,90.92,1.159
8308,39175.9522164738,0,11,5,0,16,73,9,0,29,85.734,0.383,1.778,20.545,1.991,0.101,4.534,90.92,0.394
8309,26018870.2490127,0,6,0,41,16,64,2,0,22,85.734,2.261,57.763,1.26,1.991,2.351,3.184,90.92,1.361
8310,641673715.721636,0,0,5,47,3,32,7,0,6,85.734,32.673,1.778,2.892,4.32,2.937,11.037,90.92,3.499
8311,1441263891.40346,0,8,0,0,4,63,8,0,1,85.734,2.216,57.763,20.545,2.588,1.823,2.937,90.92,5.074
8312,4178289476.03841,0,0,18,0,37,22,5,0,8,85.734,32.673,1.373,20.545,3.488,2.768,14.75,90.92,4.084
8313,1001017292.98303,0,26,0,29,3,64,1,0,26,85.734,2.048,57.763,3.589,4.32,2.351,18.126,90.92,1.643
8314,611490417.556719,0,22,0,3,25,22,5,0,11,85.734,2.532,57.763,0.686,4.433,2.768,14.75,90.92,4.32
8315,3173.55520525212,20,11,8,43,31,18,5,0,16,0.281,0.383,1.339,2.475,2.183,2.329,14.75,90.92,1.305
8316,5022462.28630925,0,2,16,25,18,38,7,0,25,85.734,1.778,1.553,2.869,3.33,0.844,11.037,90.92,2.622
8317,269421146.041193,0,0,0,4,2,21,8,0,31,85.734,32.673,57.763,1.44,1.8,1.485,2.937,90.92,1.62
8318,3345893920.95518,0,0,0,33,26,52,4,0,15,85.734,32.673,57.763,3.364,1.688,1.856,11.352,90.92,1.901
8319,122019777.432338,0,0,16,21,7,26,5,0,5,85.734,32.673,1.553,1.26,4.197,0.833,14.75,90.92,4.748
8320,148.787929060006,14,11,5,57,19,13,2,0,29,1.868,0.383,1.778,0.371,1.755,1.575,3.184,90.92,0.394
8321,776124618.765133,0,19,0,41,6,61,5,0,10,85.734,1.879,57.763,1.26,6.436,1.789,14.75,90.92,4.287
8322,349943.053700628,0,40,30,12,27,36,1,0,8,85.734,0.529,1.508,2.104,0.338,1.069,18.126,90.92,4.084
8323,3725355676.69082,0,41,0,0,35,65,13,0,22,85.734,3.297,57.763,20.545,4.32,1.89,10.992,90.92,1.361
8324,256326024.074612,0,36,0,20,7,30,4,0,19,85.734,2.419,57.763,0.799,4.197,2.667,11.352,90.92,2.318
8325,26787512.3939632,0,0,21,4,35,41,13,0,17,85.734,32.673,1.193,1.44,4.32,0.551,10.992,90.92,2.34
8326,72481907.9283647,0,0,0,43,16,0,9,2,23,85.734,32.673,57.763,2.475,1.991,2.667,4.534,6.019,1.249
8327,199986240.672792,0,27,0,41,18,34,4,0,2,85.734,0.81,57.763,1.26,3.33,2.385,11.352,90.92,4.827
8328,437270665.710431,0,23,0,0,25,0,1,2,3,85.734,0.641,57.763,20.545,4.433,2.667,18.126,6.019,5.198
8329,211256543.516903,0,7,0,46,13,7,4,0,22,85.734,1.598,57.763,1.451,6.503,2.014,11.352,90.92,1.361
8330,53867184.7790735,0,14,0,36,5,46,7,0,22,85.734,2.667,57.763,1.114,1.001,2.678,11.037,90.92,1.361
8331,2172823.94978117,0,41,19,23,2,18,4,2,21,85.734,3.297,4.388,3.938,1.8,2.329,11.352,6.019,1.553
8332,4690470.72510488,0,0,3,34,24,31,2,0,53,85.734,32.673,2.048,0.518,5.142,1.744,3.184,90.92,0.608
8333,528019859.564316,0,0,12,0,31,9,4,0,9,85.734,32.673,0.506,20.545,2.183,1.834,11.352,90.92,4.388
8334,18024968.6432565,0,0,17,19,9,3,19,0,4,85.734,32.673,1.856,0.743,2.847,1.181,3.589,90.92,4.253
8335,6360291579.96983,0,6,0,0,26,47,1,0,2,85.734,2.261,57.763,20.545,1.688,2.059,18.126,90.92,4.827
8336,2026250970.39467,0,26,0,0,4,49,7,0,35,85.734,2.048,57.763,20.545,2.588,1.789,11.037,90.92,2.093
8337,369814961.807611,0,36,0,27,3,52,1,0,2,85.734,2.419,57.763,0.484,4.32,1.856,18.126,90.92,4.827
8338,5179082.51999815,0,6,10,41,25,65,4,0,16,85.734,2.261,1.879,1.26,4.433,1.89,11.352,90.92,1.305
8339,106875887.603262,0,25,0,33,9,52,5,0,52,85.734,1.519,57.763,3.364,2.847,1.856,14.75,90.92,0.596
8340,1866118323.81892,0,34,0,0,37,41,7,0,5,85.734,2.003,57.763,20.545,3.488,0.551,11.037,90.92,4.748
8341,1122651.62751204,0,14,0,48,16,53,6,2,6,85.734,2.667,57.763,1.26,1.991,0.911,1.766,6.019,3.499
8342,195822207.684717,0,5,0,45,21,27,4,0,12,85.734,1.271,57.763,1.226,2.408,2.171,11.352,90.92,4.703
8343,49647351.0209369,9,0,0,0,14,62,14,0,14,0.945,32.673,57.763,20.545,1.361,2.655,2.003,90.92,2.059
8344,5490292.0952584,0,6,6,41,13,63,3,0,9,85.734,2.261,1.001,1.26,6.503,1.823,4.748,90.92,4.388
8345,3681470.1462442,0,26,7,28,16,15,1,0,45,85.734,2.048,1.823,1.564,1.991,2.588,18.126,90.92,0.866
8346,64.8114775969676,19,12,0,19,9,83,3,1,46,0.776,2.171,57.763,0.743,2.847,0.056,4.748,0.619,1.913
8347,43444210.4164524,0,10,0,5,19,52,2,0,14,85.734,1.271,57.763,3.555,1.755,1.856,3.184,90.92,2.059
8348,58523851.52254,0,37,0,27,25,64,11,0,7,85.734,1.406,57.763,0.484,4.433,2.351,4.275,90.92,4.287
8349,4454950.91060749,0,31,24,29,13,42,10,0,18,85.734,0.99,1.913,3.589,6.503,1.778,3.893,90.92,1.868
8350,1190688.58978026,0,17,18,5,35,4,2,0,9,85.734,0.394,1.373,3.555,4.32,1.316,3.184,90.92,4.388
8351,382000940.286064,0,22,0,58,31,42,4,0,3,85.734,2.532,57.763,1.463,2.183,1.778,11.352,90.92,5.198
8352,6737114.25333689,3,4,0,7,3,45,19,0,25,1.564,2.599,57.763,3.24,4.32,2.396,3.589,90.92,2.622
8353,4246264.26595201,0,13,5,5,25,31,9,0,3,85.734,0.473,1.778,3.555,4.433,1.744,4.534,90.92,5.198
8354,19456784.3901516,0,36,25,2,37,47,11,0,11,85.734,2.419,1.834,4.242,3.488,2.059,4.275,90.92,4.32
8355,298356142.836507,0,1,0,46,3,49,3,0,7,85.734,2.903,57.763,1.451,4.32,1.789,4.748,90.92,4.287
8356,49479664.3129313,0,6,0,44,17,43,5,0,17,85.734,2.261,57.763,0.934,2.16,0.698,14.75,90.92,2.34
8357,3377401.92214694,0,30,13,0,12,0,14,0,31,85.734,2.509,0.304,20.545,3.195,2.667,2.003,90.92,1.62
8358,148482274.067177,0,26,0,25,21,52,19,0,6,85.734,2.048,57.763,2.869,2.408,1.856,3.589,90.92,3.499
8359,120.244741400025,0,13,25,11,34,44,4,5,43,85.734,0.473,1.834,1.62,0.259,2.757,11.352,0.405,0.304
8360,352603.297999701,4,0,14,43,14,0,2,0,13,0.934,32.673,2.025,2.475,1.361,2.667,3.184,90.92,2.194
8361,885579490.38057,0,15,0,7,12,10,1,0,19,85.734,1.654,57.763,3.24,3.195,2.734,18.126,90.92,2.318
8362,525020367.465078,0,18,0,47,8,64,1,0,46,85.734,0.979,57.763,2.892,5.052,2.351,18.126,90.92,1.913
8363,2959289.6501591,0,0,21,20,3,63,3,0,30,85.734,32.673,1.193,0.799,4.32,1.823,4.748,90.92,0.326
8364,5042494.16386183,0,54,0,58,25,13,2,0,46,85.734,0.18,57.763,1.463,4.433,1.575,3.184,90.92,1.913
8365,2143470513.31278,0,0,4,0,9,86,7,0,10,85.734,32.673,1.89,20.545,2.847,1.609,11.037,90.92,4.287
8366,1605536456.45875,0,0,0,12,5,61,1,0,24,85.734,32.673,57.763,2.104,1.001,1.789,18.126,90.92,1.598
8367,1690151.17688862,0,44,25,1,6,43,5,0,20,85.734,0.405,1.834,1.958,6.436,0.698,14.75,90.92,2.25
8368,1208658.97963174,1,32,0,25,2,61,8,0,6,1.958,1.238,57.763,2.869,1.8,1.789,2.937,90.92,3.499
8369,110441.183879364,1,0,0,0,43,0,16,0,46,1.958,32.673,57.763,20.545,0.056,2.667,0.056,90.92,1.913
8370,53021662.2222253,0,0,25,18,1,21,1,0,25,85.734,32.673,1.834,0.518,3.105,1.485,18.126,90.92,2.622
8371,1086624560.58799,0,1,0,13,8,7,4,0,19,85.734,2.903,57.763,3.105,5.052,2.014,11.352,90.92,2.318
8372,3287891992.08634,0,26,0,0,7,0,19,0,11,85.734,2.048,57.763,20.545,4.197,2.667,3.589,90.92,4.32
8373,1703434267.98083,0,26,0,23,29,10,13,0,12,85.734,2.048,57.763,3.938,3.319,2.734,10.992,90.92,4.703
8374,1593452127.37366,0,0,0,15,7,22,8,0,12,85.734,32.673,57.763,0.675,4.197,2.768,2.937,90.92,4.703
8375,276819813.471909,0,37,0,25,18,61,7,0,19,85.734,1.406,57.763,2.869,3.33,1.789,11.037,90.92,2.318
8376,253686369.334076,0,0,2,0,4,7,8,0,28,85.734,32.673,1.564,20.545,2.588,2.014,2.937,90.92,2.025
8377,917087827.147896,0,42,0,41,24,30,5,0,1,85.734,1.575,57.763,1.26,5.142,2.667,14.75,90.92,5.074
8378,11395121.1233487,0,0,8,41,3,59,1,0,7,85.734,32.673,1.339,1.26,4.32,0.079,18.126,90.92,4.287
8379,58420649.8228399,0,0,5,0,4,63,11,2,12,85.734,32.673,1.778,20.545,2.588,1.823,4.275,6.019,4.703
8380,193642308.920159,0,0,24,58,7,6,1,0,10,85.734,32.673,1.913,1.463,4.197,0.833,18.126,90.92,4.287
8381,600038757.561974,0,25,0,0,25,67,1,0,12,85.734,1.519,57.763,20.545,4.433,0.113,18.126,90.92,4.703
8382,5791627630.70573,0,1,0,0,11,35,5,0,5,85.734,2.903,57.763,20.545,1.969,1.564,14.75,90.92,4.748
8383,15013485.2961039,0,0,8,48,16,66,6,0,10,85.734,32.673,1.339,1.26,1.991,2.318,1.766,90.92,4.287
8384,280587719.704158,0,38,0,12,11,31,13,0,4,85.734,1.845,57.763,2.104,1.969,1.744,10.992,90.92,4.253
8385,6845218015.52523,0,15,0,0,6,7,5,0,17,85.734,1.654,57.763,20.545,6.436,2.014,14.75,90.92,2.34
8386,1822345.99397763,14,0,14,29,30,48,1,0,32,1.868,32.673,2.025,3.589,1.834,0.99,18.126,90.92,1.373
8387,2294636074.12297,0,14,0,0,19,7,4,0,19,85.734,2.667,57.763,20.545,1.755,2.014,11.352,90.92,2.318
8388,18355487.0308115,0,5,0,20,11,12,13,0,23,85.734,1.271,57.763,0.799,1.969,1.485,10.992,90.92,1.249
8389,5793553892.75069,0,0,0,0,31,67,1,0,10,85.734,32.673,57.763,20.545,2.183,0.113,18.126,90.92,4.287
8390,1530626940.20801,0,0,11,0,29,12,5,0,13,85.734,32.673,1.834,20.545,3.319,1.485,14.75,90.92,2.194
8391,32719871.3228112,0,0,1,5,15,0,5,0,37,85.734,32.673,0.653,3.555,3.792,2.667,14.75,90.92,0.371
8392,8192802138.62918,0,14,0,0,29,31,7,0,3,85.734,2.667,57.763,20.545,3.319,1.744,11.037,90.92,5.198
8393,8834120.13362845,0,2,0,27,19,22,8,0,24,85.734,1.778,57.763,0.484,1.755,2.768,2.937,90.92,1.598
8394,82589587.5160267,0,37,0,5,2,12,13,0,23,85.734,1.406,57.763,3.555,1.8,1.485,10.992,90.92,1.249
8395,12507540.2174587,0,32,0,58,30,53,6,0,3,85.734,1.238,57.763,1.463,1.834,0.911,1.766,90.92,5.198
8396,716301653.680312,0,1,0,42,15,8,9,0,11,85.734,2.903,57.763,2.655,3.792,2.779,4.534,90.92,4.32
8397,375296.208744861,3,0,14,0,18,70,2,0,36,1.564,32.673,2.025,20.545,3.33,0.158,3.184,90.92,1.159
8398,1107979.0521721,3,22,0,37,33,14,19,0,19,1.564,2.532,57.763,1.181,3.544,1.53,3.589,90.92,2.318
8399,4470765317.0653,0,8,0,0,28,65,1,0,10,85.734,2.216,57.763,20.545,1.485,1.89,18.126,90.92,4.287
8400,42956561.27185,0,0,27,48,1,28,5,0,4,85.734,32.673,1.035,1.26,3.105,0.664,14.75,90.92,4.253
8401,104815422.761509,0,0,1,5,2,4,5,0,1,85.734,32.673,0.653,3.555,1.8,1.316,14.75,90.92,5.074
8402,144058715.251134,0,0,5,0,13,61,11,2,12,85.734,32.673,1.778,20.545,6.503,1.789,4.275,6.019,4.703
8403,25096482.8087333,0,8,0,57,28,29,1,0,9,85.734,2.216,57.763,0.371,1.485,0.574,18.126,90.92,4.388
8404,11678586.9867277,0,0,17,57,7,61,3,0,18,85.734,32.673,1.856,0.371,4.197,1.789,4.748,90.92,1.868
8405,126495841.338201,0,0,24,25,15,43,5,0,19,85.734,32.673,1.913,2.869,3.792,0.698,14.75,90.92,2.318
8406,793301768.387384,0,0,18,0,12,17,3,0,2,85.734,32.673,1.373,20.545,3.195,1.508,4.748,90.92,4.827
8407,2768434918.94983,0,1,0,0,11,27,13,0,13,85.734,2.903,57.763,20.545,1.969,2.171,10.992,90.92,2.194
8408,26173913151.1583,0,0,0,11,6,46,5,0,11,85.734,32.673,57.763,1.62,6.436,2.678,14.75,90.92,4.32
8409,2400155.25916197,0,36,0,31,15,0,1,1,46,85.734,2.419,57.763,0.923,3.792,2.667,18.126,0.619,1.913
8410,1004126669.24464,0,4,0,2,24,46,4,0,34,85.734,2.599,57.763,4.242,5.142,2.678,11.352,90.92,1.294
8411,0.064618576117167,0,47,0,0,38,77,1,9,51,85.734,0.011,57.763,20.545,0.011,0.011,18.126,0.045,0.585
8412,772456173.679729,0,29,0,37,24,27,1,0,4,85.734,1.688,57.763,1.181,5.142,2.171,18.126,90.92,4.253
8413,1305369.42743712,0,31,0,52,13,62,10,2,51,85.734,0.99,57.763,1.125,6.503,2.655,3.893,6.019,0.585
8414,221682111.10293,0,3,0,5,10,8,4,0,7,85.734,0.979,57.763,3.555,1.046,2.779,11.352,90.92,4.287
8415,288873.881402085,20,41,0,0,6,67,6,0,20,0.281,3.297,57.763,20.545,6.436,0.113,1.766,90.92,2.25
8416,86179.2362226907,0,38,12,57,3,19,8,0,3,85.734,1.845,0.506,0.371,4.32,0.484,2.937,90.92,5.198
8447,551355586.46871,0,0,0,39,35,12,2,0,10,85.734,32.673,57.763,0.428,4.32,1.485,3.184,90.92,4.287
8417,44365893.3790209,0,20,0,19,11,4,4,0,2,85.734,0.934,57.763,0.743,1.969,1.316,11.352,90.92,4.827
8418,854165.182674695,0,37,3,49,4,63,11,0,27,85.734,1.406,2.048,1.035,2.588,1.823,4.275,90.92,1.823
8419,982165546.392282,0,0,2,0,12,7,4,0,26,85.734,32.673,1.564,20.545,3.195,2.014,11.352,90.92,1.643
8420,20984007.6057056,0,1,2,2,24,31,4,0,32,85.734,2.903,1.564,4.242,5.142,1.744,11.352,90.92,1.373
8421,70253787.6415148,0,4,23,1,6,66,1,0,3,85.734,2.599,1.26,1.958,6.436,2.318,18.126,90.92,5.198
8422,191968387.995304,0,0,7,12,25,65,1,0,34,85.734,32.673,1.823,2.104,4.433,1.89,18.126,90.92,1.294
8423,4779276710.50073,0,43,0,0,26,46,1,0,5,85.734,1.328,57.763,20.545,1.688,2.678,18.126,90.92,4.748
8424,9442151.57161302,0,6,19,12,35,86,2,0,25,85.734,2.261,4.388,2.104,4.32,1.609,3.184,90.92,2.622
8425,228055399.162326,0,0,0,29,3,0,9,2,23,85.734,32.673,57.763,3.589,4.32,2.667,4.534,6.019,1.249
8426,135059850.707579,0,0,17,41,19,50,5,0,5,85.734,32.673,1.856,1.26,1.755,1.845,14.75,90.92,4.748
8427,84476098.6601625,0,12,0,23,28,34,3,0,16,85.734,2.171,57.763,3.938,1.485,2.385,4.748,90.92,1.305
8428,186076992.779013,0,6,0,9,6,53,3,0,1,85.734,2.261,57.763,1.294,6.436,0.911,4.748,90.92,5.074
8429,330092614.89889,0,6,0,41,6,61,7,0,28,85.734,2.261,57.763,1.26,6.436,1.789,11.037,90.92,2.025
8430,4911196318.79809,0,0,0,42,16,44,5,0,21,85.734,32.673,57.763,2.655,1.991,2.757,14.75,90.92,1.553
