Croc,DNA,Binary DNA,A1,A2,A3,A4,A5,A6,A7,A8,A9,Attr List
4957,18452124049065967622,10000000000010011000111010000111100100000000001010000000000000110,1,0,19,29,15,32,5,0,6,1 | 0 | 19 | 29 | 15 | 32 | 5 | 0 | 6
4958,2380158051836624925,10000100001000000001010010001100110101000000100000000000011101,0,33,8,5,35,53,2,0,29,0 | 33 | 8 | 5 | 35 | 53 | 2 | 0 | 29
4959,648520683575377924,100100000000000000100010000000101110000000010000000000000100,0,9,0,2,32,46,1,0,4,0 | 9 | 0 | 2 | 32 | 46 | 1 | 0 | 4
4960,569650521899014,10000001100001100000011001000000010000000000000110,0,0,2,6,24,25,1,0,6,0 | 0 | 2 | 6 | 24 | 25 | 1 | 0 | 6
4961,6486032833052687,10111000010110000001100110011000001000000000000001111,0,0,23,11,3,51,4,0,15,0 | 0 | 23 | 11 | 3 | 51 | 4 | 0 | 15
4962,3098510663439155204,10101100000000000111110000100000100011000011010000000000000100,0,43,0,31,8,35,13,0,4,0 | 43 | 0 | 31 | 8 | 35 | 13 | 0 | 4
4963,7375628169707530,11010001101000001100001000001000011010000000000001010,0,0,26,52,24,65,13,0,10,0 | 0 | 26 | 52 | 24 | 65 | 13 | 0 | 10
4964,1877163307400888329,1101000001101000001100001010100011011000001110000000000001001,0,26,13,6,21,27,7,0,9,0 | 26 | 13 | 6 | 21 | 27 | 7 | 0 | 9
4965,2522067486342840330,10001100000000001011110000010000101111000001110000000000001010,0,35,0,47,4,47,7,0,10,0 | 35 | 0 | 47 | 4 | 47 | 7 | 0 | 10
4966,56606588932,110100101110000001000000000000000100,0,0,0,0,13,46,4,0,4,0 | 0 | 0 | 0 | 13 | 46 | 4 | 0 | 4
4967,56131162734608,1100110000110100001110000001000000000000010000,0,0,0,51,13,14,4,0,16,0 | 0 | 0 | 51 | 13 | 14 | 4 | 0 | 16
4968,278004958790385664011,11110001001000011000000001010001011000100010000011000000000000001011,15,18,24,5,22,34,12,0,11,15 | 18 | 24 | 5 | 22 | 34 | 12 | 0 | 11
4969,504439571083362315,11100000000001000010001111000000101000100110000000000001011,0,7,0,33,30,5,19,0,11,0 | 7 | 0 | 33 | 30 | 5 | 19 | 0 | 11
4970,2837964653397518,1010000101010001110100100011000011010000011000001110,0,0,10,21,29,35,13,6,14,0 | 0 | 10 | 21 | 29 | 35 | 13 | 6 | 14
4971,1087337852515450881,111100010111000000000000010000010010000001010000000000000001,0,15,23,0,4,18,5,0,1,0 | 15 | 23 | 0 | 4 | 18 | 5 | 0 | 1
4972,725941751084941825,101000010011000100000010110100101001000010110000001000000001,0,10,19,16,45,41,11,2,1,0 | 10 | 19 | 16 | 45 | 41 | 11 | 2 | 1
4973,72638244576231427,100000010000100000001100100111101000100110000000000000011,0,1,2,16,25,61,19,0,3,0 | 1 | 2 | 16 | 25 | 61 | 19 | 0 | 3
4974,288294204113879043,10000000000001110100000110100011011000000110000000000000011,0,4,0,58,13,27,3,0,3,0 | 4 | 0 | 58 | 13 | 27 | 3 | 0 | 3
4975,288236033194131973,10000000000000001010010010100100010000000010000001000000101,0,4,0,5,37,34,1,2,5,0 | 4 | 0 | 5 | 37 | 34 | 1 | 2 | 5
4976,1008861344541507593,111000000000001100100000110000110101000001010000000000001001,0,14,0,50,12,53,5,0,9,0 | 14 | 0 | 50 | 12 | 53 | 5 | 0 | 9
4977,504403210593959939,11100000000000000000000110000101111000001010000000000000011,0,7,0,0,12,47,5,0,3,0 | 7 | 0 | 0 | 12 | 47 | 5 | 0 | 3
4978,1729382262027649055,1100000000000000000000000000100110001000001010000000000011111,0,24,0,0,1,49,5,0,31,0 | 24 | 0 | 0 | 1 | 49 | 5 | 0 | 31
4979,2017662184183627781,1110000000000001011010001000100000101000000010000000000000101,0,28,0,45,17,5,1,0,5,0 | 28 | 0 | 45 | 17 | 5 | 1 | 0 | 5
4980,2305846355329482763,10000000000000000000110000101100010100000010110000000000001011,0,32,0,3,11,20,11,0,11,0 | 32 | 0 | 3 | 11 | 20 | 11 | 0 | 11
4981,576467426682667012,100000000000000001100001001000000000000000010000000000000100,0,8,0,6,18,0,1,0,4,0 | 8 | 0 | 6 | 18 | 0 | 1 | 0 | 4
4982,2017614974859870724,1110000000000000000100010000100111110000010000000001000000100,0,28,0,2,33,62,8,2,4,0 | 28 | 0 | 2 | 33 | 62 | 8 | 2 | 4
4983,258470647014791118899,11100000001100000000001101000000011000010110000000010000000000110011,14,3,0,52,6,22,1,0,51,14 | 3 | 0 | 52 | 6 | 22 | 1 | 0 | 51
4984,112265745912251613203,1100001011000000000000011010001100100001000000001010000000000010011,6,22,0,13,25,8,5,0,19,6 | 22 | 0 | 13 | 25 | 8 | 5 | 0 | 19
4985,720590372912562183,101000000000000011010010000001010110000001010000000000000111,0,10,0,13,32,86,5,0,7,0 | 10 | 0 | 13 | 32 | 86 | 5 | 0 | 7
4986,1585272717152681988,1011000000000000001010010001100011010000000010000000000000100,0,22,0,5,35,26,1,0,4,0 | 22 | 0 | 5 | 35 | 26 | 1 | 0 | 4
4987,2450012163856465924,10001000000000001100010001010100010010000011010000000000000100,0,34,0,49,21,18,13,0,4,0 | 34 | 0 | 49 | 21 | 18 | 13 | 0 | 4
4988,3110548912799793,1011000011010000011100011011000000010000000000110001,0,0,11,13,7,27,1,0,49,0 | 0 | 11 | 13 | 7 | 27 | 1 | 0 | 49
4989,73481582023344131,100000101000011110001110000001010000010010000000000000011,0,1,5,15,28,10,9,0,3,0 | 1 | 5 | 15 | 28 | 10 | 9 | 0 | 3
4990,110680511760046293038,1100000000000000000001010110000100100001000000000010000000000101110,6,0,0,43,9,8,1,0,46,6 | 0 | 0 | 43 | 9 | 8 | 1 | 0 | 46
4991,2522076321090174984,10001100000000001101110000110100101111000000010000000000001000,0,35,0,55,13,47,1,0,8,0 | 35 | 0 | 55 | 13 | 47 | 1 | 0 | 8
4992,72061996413289005,100000000000001000000000100000010000001010000001000101101,0,1,0,4,1,2,5,2,45,0 | 1 | 0 | 4 | 1 | 2 | 5 | 2 | 45
4993,295946471833535053854,100000000101100010101000101000010010000011000000000010000000000011110,16,11,21,20,36,24,1,0,30,16 | 11 | 21 | 20 | 36 | 24 | 1 | 0 | 30
4994,56226524626971,1100110010001101000010000001110000000000011011,0,0,0,51,35,66,7,0,27,0 | 0 | 0 | 51 | 35 | 66 | 7 | 0 | 27
4995,504403261680582668,11100000000000000000001100000010100000001010000000000001100,0,7,0,0,24,20,5,0,12,0 | 7 | 0 | 0 | 24 | 20 | 5 | 0 | 12
4996,2522076290740453402,10001100000000001101110000011000011110000001010000000000011010,0,35,0,55,6,30,5,0,26,0 | 35 | 0 | 55 | 6 | 30 | 5 | 0 | 26
4997,258258360997909692452,11100000000000001110000000110000010000100011000000010000000000100100,14,0,14,3,4,35,1,0,36,14 | 0 | 14 | 3 | 4 | 35 | 1 | 0 | 36
4998,1140211778387986,100000011010000010000111110000001010000000000010010,0,0,4,13,4,62,5,0,18,0 | 0 | 4 | 13 | 4 | 62 | 5 | 0 | 18
4999,21329088676322934837,10010100000000000001001010010010100001111000010010000000000110101,1,40,0,37,37,15,9,0,53,1 | 40 | 0 | 37 | 37 | 15 | 9 | 0 | 53
5000,434036678123257864,11000000110000000100000111100100011000001110000000000001000,0,6,6,2,15,35,7,0,8,0 | 6 | 6 | 2 | 15 | 35 | 7 | 0 | 8
5001,3107362400174082,1011000010100010000100110000000011010000000000000010,0,0,11,10,33,48,13,0,2,0 | 0 | 11 | 10 | 33 | 48 | 13 | 0 | 2
5002,53976297701383,1100010001011101010110000011010000000000000111,0,0,0,49,23,86,13,0,7,0 | 0 | 0 | 49 | 23 | 86 | 13 | 0 | 7
5003,2594097665218510851,10010000000000000101100001010100011000000001010000000000000011,0,36,0,22,21,24,5,0,3,0 | 36 | 0 | 22 | 21 | 24 | 5 | 0 | 3
5004,1515183103201968147,1010100000111000000110000000100101100000001110000000000010011,0,21,7,3,1,44,7,0,19,0 | 21 | 7 | 3 | 1 | 44 | 7 | 0 | 19
5005,1970432781647873,111000000000001100100100010000000010000000000000001,0,0,7,0,25,34,1,0,1,0 | 0 | 7 | 0 | 25 | 34 | 1 | 0 | 1
5006,2017640156320366595,1110000000000000110010000100001000010000010100000000000000011,0,28,0,25,8,66,10,0,3,0 | 28 | 0 | 25 | 8 | 66 | 10 | 0 | 3
5007,259048496428655378444,11100000101100000101001000110000000100001101000011010000000000001100,14,11,5,35,1,13,13,0,12,14 | 11 | 5 | 35 | 1 | 13 | 13 | 0 | 12
5008,2523987319544086533,10001100000111000000010001100000101111000001000000000000000101,0,35,7,1,24,47,4,0,5,0 | 35 | 7 | 1 | 24 | 47 | 4 | 0 | 5
5009,1441154106206191625,1010000000000000000100000011000100111000001000000000000001001,0,20,0,2,6,39,4,0,9,0 | 20 | 0 | 2 | 6 | 39 | 4 | 0 | 9
5010,360326500878581764,10100000000001000110000101100100000000001110000000000000100,0,5,0,35,11,32,7,0,4,0 | 5 | 0 | 35 | 11 | 32 | 7 | 0 | 4
5011,258254436845155516441,11100000000000000000000100100000010100100000000011000000000000011001,14,0,0,18,5,32,12,0,25,14 | 0 | 0 | 18 | 5 | 32 | 12 | 0 | 25
5012,2954361416188100612,10100100000000000000000000111000011110000000110000000000000100,0,41,0,0,14,30,3,0,4,0 | 41 | 0 | 0 | 14 | 30 | 3 | 0 | 4
5013,2168240233139929102,1111000010111001000110000000100010100000001000000000000001110,0,30,23,35,1,20,4,0,14,0 | 30 | 23 | 35 | 1 | 20 | 4 | 0 | 14
5014,352802424809622602251,100110010000000011110000000000010001100010010000001000000001000001011,19,32,30,0,35,18,4,2,11,19 | 32 | 30 | 0 | 35 | 18 | 4 | 2 | 11
5015,1080920050959187979,111100000000001100110000111100110100000001010000000000001011,0,15,0,51,15,52,5,0,11,0 | 15 | 0 | 51 | 15 | 52 | 5 | 0 | 11
5016,1802284418669674530,1100100000011000000000010000100111111000001110000000000100010,0,25,3,0,33,63,7,0,34,0 | 25 | 3 | 0 | 33 | 63 | 7 | 0 | 34
5017,360287978948198920,10100000000000000000000001000001010000011010000001000001000,0,5,0,0,2,10,13,2,8,0 | 5 | 0 | 0 | 2 | 10 | 13 | 2 | 8
5018,112914304898395930629,1100001111100000000001100100000111100111001000010100000000000000101,6,31,0,50,15,57,10,0,5,6 | 31 | 0 | 50 | 15 | 57 | 10 | 0 | 5
5019,2670400491535728660,10010100001111001010110001100101000010000001000000000000010100,0,37,15,43,25,66,4,0,20,0 | 37 | 15 | 43 | 25 | 66 | 4 | 0 | 20
5020,864697730324037636,110000000000000001100000000100011110000011010000000000000100,0,12,0,6,1,30,13,0,4,0 | 12 | 0 | 6 | 1 | 30 | 13 | 0 | 4
5021,1689975662051353,110000000010000011000011111000001000000000000011001,0,0,6,1,6,31,4,0,25,0 | 0 | 6 | 1 | 6 | 31 | 4 | 0 | 25
5022,55340279535260205073,110000000000000000001010110000100000101110000000010000000000010001,3,0,0,43,8,46,1,0,17,3 | 0 | 0 | 43 | 8 | 46 | 1 | 0 | 17
5023,2449963746522431514,10001000000000000001010000110000001000000011100000000000011010,0,34,0,5,12,8,14,0,26,0 | 34 | 0 | 5 | 12 | 8 | 14 | 0 | 26
5024,2814793253715970,1010000000000000101000100000000000010000000000000010,0,0,10,0,10,32,1,0,2,0 | 0 | 10 | 0 | 10 | 32 | 1 | 0 | 2
5025,3149015244668947,1011001100000000001100111111000011010000000000010011,0,0,11,48,3,63,13,0,19,0 | 0 | 11 | 48 | 3 | 63 | 13 | 0 | 19
5026,2089716510422728717,1110100000000001010100001100000101101000001000000000000001101,0,29,0,42,24,45,4,0,13,0 | 29 | 0 | 42 | 24 | 45 | 4 | 0 | 13
5027,5348038214483980,10011000000000000001100101110000001010000000000001100,0,0,19,0,3,46,5,0,12,0 | 0 | 19 | 0 | 3 | 46 | 5 | 0 | 12
5028,2667550505152283141,10010100000101000010110000110100011000000001000000001000000101,0,37,5,11,13,24,4,2,5,0 | 37 | 5 | 11 | 13 | 24 | 4 | 2 | 5
5029,221360928987896545281,11000000000000000000000000000001100000010010000010110000000000000001,12,0,0,0,24,18,11,0,1,12 | 0 | 0 | 0 | 24 | 18 | 11 | 0 | 1
5030,2594084522786291747,10010000000000000010100010000100100010000001000000000000100011,0,36,0,10,33,34,4,0,35,0 | 36 | 0 | 10 | 33 | 34 | 4 | 0 | 35
5031,1585281419125784580,1011000000000000011010000110100110000000001010000000000000100,0,22,0,13,13,48,5,0,4,0 | 22 | 0 | 13 | 13 | 48 | 5 | 0 | 4
5032,1585271524159193618,1011000000000000001000000110101010110000011010000001000010010,0,22,0,4,13,86,13,2,18,0 | 22 | 0 | 4 | 13 | 86 | 13 | 2 | 18
5033,6709561917446,1100001101000110001000011100000000000000110,0,0,0,6,26,49,14,0,6,0 | 0 | 0 | 6 | 26 | 49 | 14 | 0 | 6
5034,579033670464503830,100000001001001001000000111000110001000001110000000000010110,0,8,9,36,14,49,7,0,22,0 | 8 | 9 | 36 | 14 | 49 | 7 | 0 | 22
5035,3098525055286837279,10101100000000001011000001111100000000000001010000000000011111,0,43,0,44,31,0,5,0,31,0 | 43 | 0 | 44 | 31 | 0 | 5 | 0 | 31
5036,76381092587061314060,1000010010000000000001001110000011000001000000000110000001000001100,4,36,0,39,6,8,3,2,12,4 | 36 | 0 | 39 | 6 | 8 | 3 | 2 | 12
5037,258254701840208166935,11100000000000000001000000110000100000011000000001110000000000010111,14,0,1,3,8,24,7,0,23,14 | 0 | 1 | 3 | 8 | 24 | 7 | 0 | 23
5038,2744944024791744548,10011000011000000000000000110000010110000010110000000000100100,0,38,24,0,12,22,11,0,36,0 | 38 | 24 | 0 | 12 | 22 | 11 | 0 | 36
5039,2522067601602641923,10001100000000001011110001111100000101000011000000000000000011,0,35,0,47,31,5,12,0,3,0 | 35 | 0 | 47 | 31 | 5 | 12 | 0 | 3
5040,1080920137429417990,111100000000001100110010001101010110000011000000000000000110,0,15,0,51,35,86,12,0,6,0 | 15 | 0 | 51 | 35 | 86 | 12 | 0 | 6
5041,276703426155515019289,11110000000000001000000011000000110100000101000000010000000000011001,15,0,8,12,13,5,1,0,25,15 | 0 | 8 | 12 | 13 | 5 | 1 | 0 | 25
5042,5068899180412939,10010000000100010001100001111000011010000000000001011,0,0,18,2,35,15,13,0,11,0 | 0 | 18 | 2 | 35 | 15 | 13 | 0 | 11
5043,1438187868454914,101000111000000011000110101000001010000000000000010,0,0,5,28,6,53,5,0,2,0 | 0 | 5 | 28 | 6 | 53 | 5 | 0 | 2
5044,2858837975828489,1010001010000001100100010110000001010000100000001001,0,0,10,40,25,22,5,8,9,0 | 0 | 10 | 40 | 25 | 22 | 5 | 8 | 9
5045,51741471604746,1011110000111100000000000010010000000000001010,0,0,0,47,15,0,9,0,10,0 | 0 | 0 | 47 | 15 | 0 | 9 | 0 | 10
5046,258260368766406033411,11100000000000010101001001010001001000101011000001010000000000000011,14,0,21,37,18,43,5,0,3,14 | 0 | 21 | 37 | 18 | 43 | 5 | 0 | 3
5047,1585272760203280403,1011000000000000001010010110100100000000001010000000000010011,0,22,0,5,45,32,5,0,19,0 | 22 | 0 | 5 | 45 | 32 | 5 | 0 | 19
5048,57213734142008164376,110001101000000000000001000001001000100000000010010000000000011000,3,26,0,4,18,32,9,0,24,3 | 26 | 0 | 4 | 18 | 32 | 9 | 0 | 24
5049,511160796022505480,11100011000000000100000100100100110000001110000000000001000,0,7,24,2,9,38,7,0,8,0 | 7 | 24 | 2 | 9 | 38 | 7 | 0 | 8
5050,2522068701819371545,10001100000000001100000001111100101111000100110000000000011001,0,35,0,48,31,47,19,0,25,0 | 35 | 0 | 48 | 31 | 47 | 19 | 0 | 25
5051,288235899714600978,10000000000000001010000011000001110000000010000000000010010,0,4,0,5,6,14,1,0,18,0 | 4 | 0 | 5 | 6 | 14 | 1 | 0 | 18
5052,129271375395417555506,1110000001000000000001011110000001101010110000010010000001000110010,7,2,0,47,3,86,9,2,50,7 | 2 | 0 | 47 | 3 | 86 | 9 | 2 | 50
5053,350488184800579616783,100110000000000000000001010110001110000110010000000110000000000001111,19,0,0,43,28,50,3,0,15,19 | 0 | 0 | 43 | 28 | 50 | 3 | 0 | 15
5054,1369139393557757959,1001100000000001010010000011001000001000000010000000000000111,0,19,0,41,6,65,1,0,7,0 | 19 | 0 | 41 | 6 | 65 | 1 | 0 | 7
5055,2233821849618284548,1111100000000001000010010001100001110000000010000000000000100,0,31,0,33,35,14,1,0,4,0 | 31 | 0 | 33 | 35 | 14 | 1 | 0 | 4
5056,439128524625412114,11000011000000110010001000100001001000010100000000000010010,0,6,24,25,17,9,10,0,18,0 | 6 | 24 | 25 | 17 | 9 | 10 | 0 | 18
5057,504428503656300552,11100000000000101110000110100101111000001000000000000001000,0,7,0,23,13,47,4,0,8,0 | 7 | 0 | 23 | 13 | 47 | 4 | 0 | 8
5058,1590632720189554694,1011000010011000100000000100000001111000000110000000000000110,0,22,19,16,8,15,3,0,6,0 | 22 | 19 | 16 | 8 | 15 | 3 | 0 | 6
5059,2954362523954642957,10100100000000000000010001000000001010000010110000000000001101,0,41,0,1,16,10,11,0,13,0 | 41 | 0 | 1 | 16 | 10 | 11 | 0 | 13
5060,864692305847058443,110000000000000000010001001000100010000001110000000000001011,0,12,0,1,18,34,7,0,11,0 | 12 | 0 | 1 | 18 | 34 | 7 | 0 | 11
5061,276705101759864111153,11110000000000001110000000000000000100001111000001000000000000110001,15,0,14,0,1,15,4,0,49,15 | 0 | 14 | 0 | 1 | 15 | 4 | 0 | 49
5062,25396880670747,101110001100100101100000011010000000000011011,0,0,0,23,25,44,13,0,27,0 | 0 | 0 | 23 | 25 | 44 | 13 | 0 | 27
5063,2954414274937880597,10100100000000001100000010000101000001000001000000000000010101,0,41,0,48,33,65,4,0,21,0 | 41 | 0 | 48 | 33 | 65 | 4 | 0 | 21
5064,2161730033750902273,1111000000000000000100000001100101010000001000000011000000001,0,30,0,2,3,42,4,6,1,0 | 30 | 0 | 2 | 3 | 42 | 4 | 6 | 1
5065,146418742615147016,1000001000001011110001001000010110000010010000001000001000,0,2,8,47,18,22,9,2,8,0 | 2 | 8 | 47 | 18 | 22 | 9 | 2 | 8
5066,74651681752009736204,1000000110000000000000011010000100000101010000011010000000000001100,4,12,0,13,8,42,13,0,12,4 | 12 | 0 | 13 | 8 | 42 | 13 | 0 | 12
5067,1369107485189144579,1001100000000000011000000000100000010000001110000000000000011,0,19,0,12,1,2,7,0,3,0 | 19 | 0 | 12 | 1 | 2 | 7 | 0 | 3
5068,2529914790689439797,10001100011100000100000001100100011011000011010000000000110101,0,35,28,16,25,27,13,0,53,0 | 35 | 28 | 16 | 25 | 27 | 13 | 0 | 53
5069,2738224926833508362,10011000000000001000010001000000101111000010000000000000001010,0,38,0,33,16,47,8,0,10,0 | 38 | 0 | 33 | 16 | 47 | 8 | 0 | 10
5070,38560334086149,1000110001001000000111000001000000000000000101,0,0,0,35,18,7,4,0,5,0 | 0 | 0 | 35 | 18 | 7 | 4 | 0 | 5
5071,864723117774536714,110000000000000111010001100000011000000001010000000000001010,0,12,0,29,24,24,5,0,10,0 | 12 | 0 | 29 | 24 | 24 | 5 | 0 | 10
5072,295150215362016250667,100000000000000001000001101010001100101010001000001010000101100101011,16,0,8,53,25,81,5,11,43,16 | 0 | 8 | 53 | 25 | 81 | 5 | 11 | 43
5073,94251363844257153040,1010001110000000000000111000000110100011101000010110000000000010000,5,28,0,28,13,29,11,0,16,5 | 28 | 0 | 28 | 13 | 29 | 11 | 0 | 16
5074,1736752313919668233,1100000011010001011110000011100011110000001010000000000001001,0,24,26,47,7,30,5,0,9,0 | 24 | 26 | 47 | 7 | 30 | 5 | 0 | 9
5075,144115257886507019,1000000000000000000001000001000001000010100000000000001011,0,2,0,0,16,65,10,0,11,0 | 2 | 0 | 0 | 16 | 65 | 10 | 0 | 11
5076,2529615654488047635,10001100011011000000000000100100001000000001110000000000010011,0,35,27,0,9,8,7,0,19,0 | 35 | 27 | 0 | 9 | 8 | 7 | 0 | 19
5077,3108353765344811,1011000010110000100000000010000001010000011000101011,0,0,11,11,8,2,5,6,43,0 | 0 | 11 | 11 | 8 | 2 | 5 | 6 | 43
5078,2954361368558239755,10100100000000000000000000001100000111000011010000000000001011,0,41,0,0,3,7,13,0,11,0 | 41 | 0 | 0 | 3 | 7 | 13 | 0 | 11
5079,20034262976818380809,10001011000001000000000000000100000000110000001010000000000001001,1,22,8,0,8,6,5,0,9,1 | 22 | 8 | 0 | 8 | 6 | 5 | 0 | 9
5080,3026419078694895649,10101000000000000000000001111000001111000100110000000000100001,0,42,0,0,30,15,19,0,33,0 | 42 | 0 | 0 | 30 | 15 | 19 | 0 | 33
5081,2522041111250731013,10001100000000000101110000011101000001000010000000000000000101,0,35,0,23,7,65,8,0,5,0 | 35 | 0 | 23 | 7 | 65 | 8 | 0 | 5
5082,258258363235168485379,11100000000000001110000001010000110100001010000001010000000000000011,14,0,14,5,13,10,5,0,3,14 | 0 | 14 | 5 | 13 | 10 | 5 | 0 | 3
5083,216172834425208833,1100000000000000000000110000101110000000010000000000000001,0,3,0,0,12,46,1,0,1,0 | 3 | 0 | 0 | 12 | 46 | 1 | 0 | 1
5084,8450950222118922,11110000001100001100000101110000000010000000000001010,0,0,30,6,24,46,1,0,10,0 | 0 | 30 | 6 | 24 | 46 | 1 | 0 | 10
5085,1878848905920577542,1101000010011000000110010000000011000000001110000000000000110,0,26,19,3,32,24,7,0,6,0 | 26 | 19 | 3 | 32 | 24 | 7 | 0 | 6
5086,504427360708329482,11100000000000101100000001100010010000000100000000000001010,0,7,0,22,3,18,2,0,10,0 | 7 | 0 | 22 | 3 | 18 | 2 | 0 | 10
5087,72057672119156741,100000000000000000001001000101110000000010000000000000101,0,1,0,0,18,46,1,0,5,0 | 1 | 0 | 0 | 18 | 46 | 1 | 0 | 5
5088,1729382408341684228,1100000000000000000000010001101000010000001000000000000000100,0,24,0,0,35,66,4,0,4,0 | 24 | 0 | 0 | 35 | 66 | 4 | 0 | 4
5089,76592006533152779,100010000000111000000011000101110000010110000000000001011,0,1,16,28,6,46,11,0,11,0 | 1 | 16 | 28 | 6 | 46 | 11 | 0 | 11
5090,5677904067887112,10100001011000000011000001111000010010000000000001000,0,0,20,44,6,15,9,0,8,0 | 0 | 20 | 44 | 6 | 15 | 9 | 0 | 8
5091,350488137534414716934,100110000000000000000000000000001111100101111000010110000000000000110,19,0,0,0,31,47,11,0,6,19 | 0 | 0 | 0 | 31 | 47 | 11 | 0 | 6
5092,863198903336971,11000100010001001100101000000000010000000000001011,0,0,3,17,19,40,1,0,11,0 | 0 | 3 | 17 | 19 | 40 | 1 | 0 | 11
5093,432398397040361477,11000000000001100000000110100011001000010100000000000000101,0,6,0,48,13,25,10,0,5,0 | 6 | 0 | 48 | 13 | 25 | 10 | 0 | 5
5094,1879996684810387462,1101000010111000101110000011000110001000010010000000000000110,0,26,23,23,6,49,9,0,6,0 | 26 | 23 | 23 | 6 | 49 | 9 | 0 | 6
5095,2738235930153582603,10011000000000001010110001001000011000000001000000000000001011,0,38,0,43,18,24,4,0,11,0 | 38 | 0 | 43 | 18 | 24 | 4 | 0 | 11
5096,90529923085,1010100010100000000010000000000001101,0,0,0,0,21,20,1,0,13,0 | 0 | 0 | 0 | 21 | 20 | 1 | 0 | 13
5097,1125990906658840,100000000000001010100110000000000110000000000011000,0,0,4,0,21,48,3,0,24,0 | 0 | 4 | 0 | 21 | 48 | 3 | 0 | 24
5098,2522023587482107905,10001100000000000001110001011100101111000001110000000000000001,0,35,0,7,23,47,7,0,1,0 | 35 | 0 | 7 | 23 | 47 | 7 | 0 | 1
5099,3153425672175633,1011001101000000011000100001000001000000000000010001,0,0,11,52,6,33,4,0,17,0 | 0 | 11 | 52 | 6 | 33 | 4 | 0 | 17
5100,576512562695307274,100000000000001011110001111100001100000000010000000000001010,0,8,0,47,31,12,1,0,10,0 | 8 | 0 | 47 | 31 | 12 | 1 | 0 | 10
5101,129922093992385249292,1110000101100001000000000000010000100011011000010010000000000001100,7,11,8,0,33,27,9,0,12,7 | 11 | 8 | 0 | 33 | 27 | 9 | 0 | 12
5102,2017622688654426114,1110000000000000010010010010101000000000001000000000000000010,0,28,0,9,37,64,4,0,2,0 | 28 | 0 | 9 | 37 | 64 | 4 | 0 | 2
5103,148619956723187715,1000010000000000010001000000101111000001010000000000000011,0,2,16,1,16,47,5,0,3,0 | 2 | 16 | 1 | 16 | 47 | 5 | 0 | 3
5104,258686794555701264402,11100000011000000000000111010001000100101001000001110000000000010010,14,6,0,29,17,41,7,0,18,14 | 6 | 0 | 29 | 17 | 41 | 7 | 0 | 18
5105,276701186545389469699,11110000000000000000000101110010001100100111000010010000000000000011,15,0,0,23,35,39,9,0,3,15 | 0 | 0 | 23 | 35 | 39 | 9 | 0 | 3
5106,2666177193990094863,10010100000000001010100000100000101100000001110000000000001111,0,37,0,42,8,44,7,0,15,0 | 37 | 0 | 42 | 8 | 44 | 7 | 0 | 15
5107,3026426779890024457,10101000000000000001110001111100100010000100110000000000001001,0,42,0,7,31,34,19,0,9,0 | 42 | 0 | 7 | 31 | 34 | 19 | 0 | 9
5108,2529101122052882468,10001100011001001011000001001000011101000000010000000000100100,0,35,25,44,18,29,1,0,36,0 | 35 | 25 | 44 | 18 | 29 | 1 | 0 | 36
5109,432398452622950422,11000000000001100000001101000001010000001010000000000010110,0,6,0,48,26,10,5,0,22,0 | 6 | 0 | 48 | 26 | 10 | 5 | 0 | 22
5110,57934306809454329889,110010010000000000000000010001100000010110000001010000000000100001,3,36,0,1,24,22,5,0,33,3 | 36 | 0 | 1 | 24 | 22 | 5 | 0 | 33
5111,7043502055882756,11001000001100000011100011110000001000000000000000100,0,0,25,6,7,30,4,0,4,0 | 0 | 25 | 6 | 7 | 30 | 4 | 0 | 4
5112,72114872426889235,100000000001101000001100000101010000001110000000000010011,0,1,0,52,24,42,7,0,19,0 | 1 | 0 | 52 | 24 | 42 | 7 | 0 | 19
5113,19311467195678654492,10000110000000000000111010001100100010010000010010000000000011100,1,12,0,29,25,18,9,0,28,1 | 12 | 0 | 29 | 25 | 18 | 9 | 0 | 28
5114,2828069199675393,1010000011000001110100101100000011000000000000000001,0,0,10,12,29,44,12,0,1,0 | 0 | 10 | 12 | 29 | 44 | 12 | 0 | 1
5115,3425013885895180,1100001010110000100000110000000001010000001000001100,0,0,12,43,8,48,5,2,12,0 | 0 | 12 | 43 | 8 | 48 | 5 | 2 | 12
5116,2842332701458463,1010000110010001011000100111000000010000000000011111,0,0,10,25,22,39,1,0,31,0 | 0 | 10 | 25 | 22 | 39 | 1 | 0 | 31
5117,47472810721292,1010110010110100100000000001010000000000001100,0,0,0,43,45,32,5,0,12,0 | 0 | 0 | 43 | 45 | 32 | 5 | 0 | 12
5118,1225004529666884117,1000100000000000101110010000100011111000010100000001000010101,0,17,0,23,33,31,10,2,21,0 | 17 | 0 | 23 | 33 | 31 | 10 | 2 | 21
5119,3132513326399523,1011001000010000000100011000000100110000000000100011,0,0,11,33,1,24,19,0,35,0 | 0 | 11 | 33 | 1 | 24 | 19 | 0 | 35
5120,278862888953222856711,11110001111000000000000000000000011000101000000011010000000000000111,15,30,0,0,6,40,13,0,7,15 | 30 | 0 | 0 | 6 | 40 | 13 | 0 | 7
5121,1873497553216405510,1101000000000000000000001100100110011000001110000000000000110,0,26,0,0,25,51,7,0,6,0 | 26 | 0 | 0 | 25 | 51 | 7 | 0 | 6
5122,1585314374174900259,1011000000000001010110000011000100010000001000000000000100011,0,22,0,43,6,34,4,0,35,0 | 22 | 0 | 43 | 6 | 34 | 4 | 0 | 35
