Croc,DNA,Binary DNA,A1,A2,A3,A4,A5,A6,A7,A8,A9,Attr List
6528,146418785364148225,1000001000001011110001110000001010000100110000000000000001,0,2,8,47,28,10,19,0,1,0 | 2 | 8 | 47 | 28 | 10 | 19 | 0 | 1
6529,2453642768212885521,10001000001101000101110001100100000101000010010000000000010001,0,34,13,23,25,5,9,0,17,0 | 34 | 13 | 23 | 25 | 5 | 9 | 0 | 17
6530,112409853326369554459,1100001100000000000000001100000011100000100000001010000000000011011,6,24,0,6,7,4,5,0,27,6 | 24 | 0 | 6 | 7 | 4 | 5 | 0 | 27
6531,864716559628435462,110000000000000101110010000100101000000011010000000000000110,0,12,0,23,33,40,13,0,6,0 | 12 | 0 | 23 | 33 | 40 | 13 | 0 | 6
6532,721164321371390477,101000000010000101110010000100100000000001110000001000001101,0,10,2,23,33,32,7,2,13,0 | 10 | 2 | 23 | 33 | 32 | 7 | 2 | 13
6533,432390649220956177,11000000000001010010000000100101011000001000000000000010001,0,6,0,41,1,43,4,0,17,0 | 6 | 0 | 41 | 1 | 43 | 4 | 0 | 17
6534,32020021837842,111010001111100111110000001110000000000010010,0,0,0,29,31,62,7,0,18,0 | 0 | 0 | 29 | 31 | 62 | 7 | 0 | 18
6535,2528208331882168351,10001100010110000000000001010100110100000001010000000000011111,0,35,22,0,21,52,5,0,31,0 | 35 | 22 | 0 | 21 | 52 | 5 | 0 | 31
6536,2089670378129653773,1110100000000000000000010001100101010000100110000000000001101,0,29,0,0,35,42,19,0,13,0 | 29 | 0 | 0 | 35 | 42 | 19 | 0 | 13
6537,2954361464104484865,10100100000000000000000001100101000110000011010000000000000001,0,41,0,0,25,70,13,0,1,0 | 41 | 0 | 0 | 25 | 70 | 13 | 0 | 1
6538,864737436910288899,110000000000001010100001111000000111000001010000000000000011,0,12,0,42,30,7,5,0,3,0 | 12 | 0 | 42 | 30 | 7 | 5 | 0 | 3
6539,576513533324361752,100000000000001100000000000100001010000000010000000000011000,0,8,0,48,1,10,1,0,24,0 | 8 | 0 | 48 | 1 | 10 | 1 | 0 | 24
6540,11145793175554,10100010001100010101000010110000000000000010,0,0,0,10,35,21,11,0,2,0 | 0 | 0 | 10 | 35 | 21 | 11 | 0 | 2
6541,1945555052950061066,1101100000000000000000000001100111110000011100000000000001010,0,27,0,0,3,62,14,0,10,0 | 27 | 0 | 0 | 3 | 62 | 14 | 0 | 10
6542,504403192709185546,11100000000000000000000100000000101000000010000000000001010,0,7,0,0,8,5,1,0,10,0 | 7 | 0 | 0 | 8 | 5 | 1 | 0 | 10
6543,3026421243155972109,10101000000000000000100001011000000011000000100000000000001101,0,42,0,2,22,3,2,0,13,0 | 42 | 0 | 2 | 22 | 3 | 2 | 0 | 13
6544,333127610833847518767,100100000111100010011000001010001000101010010000011010000011000101111,18,15,19,5,17,82,13,6,47,18 | 15 | 19 | 5 | 17 | 82 | 13 | 6 | 47
6545,2161763074263220249,1111000000000001000000001000000000010000001000000000000011001,0,30,0,32,16,2,4,0,25,0 | 30 | 0 | 32 | 16 | 2 | 4 | 0 | 25
6546,2954401080782159876,10100100000000001001000010000101000000000011010000000000000100,0,41,0,36,33,64,13,0,4,0 | 41 | 0 | 36 | 33 | 64 | 13 | 0 | 4
6547,5068878493712392,10010000000100001111000111110000001110000000000001000,0,0,18,2,30,62,7,0,8,0 | 0 | 18 | 2 | 30 | 62 | 7 | 0 | 8
6548,2594118590114629135,10010000000000001010010001110100001101000001010000011000001111,0,36,0,41,29,13,5,6,15,0 | 36 | 0 | 41 | 29 | 13 | 5 | 6 | 15
6549,148650682382352402,1000010000000111010000001000001111000001010000000000010010,0,2,16,29,2,15,5,0,18,0 | 2 | 16 | 29 | 2 | 15 | 5 | 0 | 18
6550,6757629402087441,11000000000100000011100110100000010010000000000010001,0,0,24,2,7,52,9,0,17,0 | 0 | 24 | 2 | 7 | 52 | 9 | 0 | 17
6551,864720918415474699,110000000000000110110001100000000100000000010000000000001011,0,12,0,27,24,4,1,0,11,0 | 12 | 0 | 27 | 24 | 4 | 1 | 0 | 11
6552,1441215666425495554,1010000000000001110100000001101000010000001010000000000000010,0,20,0,58,3,66,5,0,2,0 | 20 | 0 | 58 | 3 | 66 | 5 | 0 | 2
6553,4516892652470275,10000000011000001011100000110000010100000000000000011,0,0,16,12,23,6,10,0,3,0 | 0 | 16 | 12 | 23 | 6 | 10 | 0 | 3
6554,277854110128558833667,11110001000000000000000110010000011100011011000001000000000000000011,15,16,0,25,7,27,4,0,3,15 | 16 | 0 | 25 | 7 | 27 | 4 | 0 | 3
6555,293867624612823074,10000010100000001110000110000110000000010010000000000100010,0,4,20,7,12,48,9,0,34,0 | 4 | 20 | 7 | 12 | 48 | 9 | 0 | 34
6556,261208789404785443335,11100010100100000000000010100000010100101010000011100000001000000111,14,41,0,10,5,42,14,2,7,14 | 41 | 0 | 10 | 5 | 42 | 14 | 2 | 7
6557,2449972516995923999,10001000000000000011010000011000010001000000110000000000011111,0,34,0,13,6,17,3,0,31,0 | 34 | 0 | 13 | 6 | 17 | 3 | 0 | 31
6558,7599850460610570,11011000000000000011000010011000011010000000000001010,0,0,27,0,6,19,13,0,10,0 | 0 | 27 | 0 | 6 | 19 | 13 | 0 | 10
6559,2377902850325413894,10000100000000000000100000101100110000000010010000000000000110,0,33,0,2,11,48,9,0,6,0 | 33 | 0 | 2 | 11 | 48 | 9 | 0 | 6
6560,1801441092428955649,1100100000000000000010010000100001110000001010000000000000001,0,25,0,1,33,14,5,0,1,0 | 25 | 0 | 1 | 33 | 14 | 5 | 0 | 1
6561,51771586576406,1011110001011000000011000001110000000000010110,0,0,0,47,22,3,7,0,22,0 | 0 | 0 | 47 | 22 | 3 | 7 | 0 | 22
6562,360297956291444741,10100000000000010010001010100010010000011010000000000000101,0,5,0,9,21,18,13,0,5,0 | 5 | 0 | 9 | 21 | 18 | 13 | 0 | 5
6563,4797289844047909,10001000010110001110000010101000010100000000000100101,0,0,17,11,28,21,10,0,37,0 | 0 | 17 | 11 | 28 | 21 | 10 | 0 | 37
6564,4509239724933126,10000000001010010000100110000000000110000000000000110,0,0,16,5,33,48,3,0,6,0 | 0 | 16 | 5 | 33 | 48 | 3 | 0 | 6
6565,21401105554842386439,10010100100000000000000000001110100111101000001010000000000000111,1,41,0,0,29,61,5,0,7,1 | 41 | 0 | 0 | 29 | 61 | 5 | 0 | 7
6566,504435194879803400,11100000000000111010010001100011011000001000000000000001000,0,7,0,29,35,27,4,0,8,0 | 7 | 0 | 29 | 35 | 27 | 4 | 0 | 8
6567,14396731097100,11010001100000000000000010110000000000001100,0,0,0,13,24,0,11,0,12,0 | 0 | 0 | 13 | 24 | 0 | 11 | 0 | 12
6568,2738235866399965194,10011000000000001010110000001101000000000000010000000000001010,0,38,0,43,3,64,1,0,10,0 | 38 | 0 | 43 | 3 | 64 | 1 | 0 | 10
6569,3990158601682951,1110001011010000011100110010000011010000000000000111,0,0,14,45,7,50,13,0,7,0 | 0 | 14 | 45 | 7 | 50 | 13 | 0 | 7
6570,3981525952692270,1110001001010010110101000000000100110000000000101110,0,0,14,37,45,64,19,0,46,0 | 0 | 14 | 37 | 45 | 64 | 19 | 0 | 46
6571,1152921518582726660,1000000000000000000000000001101000001000001110000000000000100,0,16,0,0,3,65,7,0,4,0 | 16 | 0 | 0 | 3 | 65 | 7 | 0 | 4
6572,75156075005694246913,1000001001100000000000001000000011000010011000001010000000000000001,4,19,0,4,6,19,5,0,1,4 | 19 | 0 | 4 | 6 | 19 | 5 | 0 | 1
6573,1513266808617828354,1010100000000001101000010010100010010000011100000000000000010,0,21,0,52,37,18,14,0,2,0 | 21 | 0 | 52 | 37 | 18 | 14 | 0 | 2
6574,864697855398117395,110000000000000001100001111000111101000011000000000000010011,0,12,0,6,30,61,12,0,19,0 | 12 | 0 | 6 | 30 | 61 | 12 | 0 | 19
6575,3940762433814553,1110000000000001101001000001000000110000000000011001,0,0,14,0,26,65,3,0,25,0 | 0 | 14 | 0 | 26 | 65 | 3 | 0 | 25
6576,583227250242027527,100000011000000010100001100000010010000000010000000000000111,0,8,24,10,24,18,1,0,7,0 | 8 | 24 | 10 | 24 | 18 | 1 | 0 | 7
6577,2377911663581003785,10000100000000000010100000111100101111000000010000000000001001,0,33,0,10,15,47,1,0,9,0 | 33 | 0 | 10 | 15 | 47 | 1 | 0 | 9
6578,1441190419869466625,1010000000000001000110000110100010110000001000000000000000001,0,20,0,35,13,22,4,0,1,0 | 20 | 0 | 35 | 13 | 22 | 4 | 0 | 1
6579,57295920955397,1101000001110000111111000001000000000000000101,0,0,0,52,28,63,4,0,5,0 | 0 | 0 | 52 | 28 | 63 | 4 | 0 | 5
6580,278646762448944889867,11110001101100000000001010100001110100001110000001000000000000001011,15,27,0,42,29,14,4,0,11,15 | 27 | 0 | 42 | 29 | 14 | 4 | 0 | 11
6581,869194792742354955,110000010000000000000000111100001110000001110000000000001011,0,12,16,0,15,14,7,0,11,0 | 12 | 16 | 0 | 15 | 14 | 7 | 0 | 11
6582,2450012207073787927,10001000000000001100010001111100100010000000010000000000010111,0,34,0,49,31,34,1,0,23,0 | 34 | 0 | 49 | 31 | 34 | 1 | 0 | 23
6583,4549818139803651,10000001010100000100100010110000001000000000000000011,0,0,16,42,9,22,4,0,3,0 | 0 | 16 | 42 | 9 | 22 | 4 | 0 | 3
6584,360324353915027478,10100000000001000010001011100111111000001110000000000010110,0,5,0,33,23,63,7,0,22,0 | 5 | 0 | 33 | 23 | 63 | 7 | 0 | 22
6585,113562771537742856199,1100010100000000000000000110000100001000000000000010000000000000111,6,40,0,3,8,64,1,0,7,6 | 40 | 0 | 3 | 8 | 64 | 1 | 0 | 7
6586,4786200372445188,10001000000010000011000011101000001100000000000000100,0,0,17,1,6,29,6,0,4,0 | 0 | 17 | 1 | 6 | 29 | 6 | 0 | 4
6587,864718634533584902,110000000000000110010000010001000010000010010000000000000110,0,12,0,25,4,66,9,0,6,0 | 12 | 0 | 25 | 4 | 66 | 9 | 0 | 6
6588,2594126201098534915,10010000000000001100000000100100011111000000110000000000000011,0,36,0,48,9,31,3,0,3,0 | 36 | 0 | 48 | 9 | 31 | 3 | 0 | 3
6589,276702575160073715723,11110000000000000101000001100001001100110100000001010000000000001011,15,0,5,6,19,52,5,0,11,15 | 0 | 5 | 6 | 19 | 52 | 5 | 0 | 11
6590,2089684577642676236,1110100000000000011010000110100111111000000010000000000001100,0,29,0,13,13,63,1,0,12,0 | 29 | 0 | 13 | 13 | 63 | 1 | 0 | 12
6591,1441179425491451906,1010000000000000110010000110101000010000001010000000000000010,0,20,0,25,13,66,5,0,2,0 | 20 | 0 | 25 | 13 | 66 | 5 | 0 | 2
6592,288281104547774499,10000000000001011100010001100100000000001110000000000100011,0,4,0,46,35,32,7,0,35,0 | 4 | 0 | 46 | 35 | 32 | 7 | 0 | 35
6593,166597220239283978265,10010000100000000000001110010010001101000010000010100000000000011001,9,8,0,57,35,66,10,0,25,9 | 8 | 0 | 57 | 35 | 66 | 10 | 0 | 25
6594,2383249783239933962,10000100010011000000010000110100000101000010110000000000001010,0,33,19,1,13,5,11,0,10,0 | 33 | 19 | 1 | 13 | 5 | 11 | 0 | 10
6595,1080866192270360588,111100000000000000100001001101000000000000010000000000001100,0,15,0,2,19,64,1,0,12,0 | 15 | 0 | 2 | 19 | 64 | 1 | 0 | 12
6596,2954386795267162116,10100100000000000101110010001100100101000000010000000000000100,0,41,0,23,35,37,1,0,4,0 | 41 | 0 | 23 | 35 | 37 | 1 | 0 | 4
6597,3026440945161142289,10101000000000000101000000000100111110000001110000000000010001,0,42,0,20,1,62,7,0,17,0 | 42 | 0 | 20 | 1 | 62 | 7 | 0 | 17
6598,1657363279242919943,1011100000000001000110001111100010011000011010000000000000111,0,23,0,35,31,19,13,0,7,0 | 23 | 0 | 35 | 31 | 19 | 13 | 0 | 7
6599,864695626359898133,110000000000000001000001011101000000000001000000000000010101,0,12,0,4,23,64,4,0,21,0 | 12 | 0 | 4 | 23 | 64 | 4 | 0 | 21
6600,2383811728992436253,10000100010101000000000010001100110110000000010000000000011101,0,33,21,0,35,54,1,0,29,0 | 33 | 21 | 0 | 35 | 54 | 1 | 0 | 29
6601,1585267219209125924,1011000000000000000000010001100000011000010000000000000100100,0,22,0,0,35,3,8,0,36,0 | 22 | 0 | 0 | 35 | 3 | 8 | 0 | 36
6602,134184632345,1111100111110000001110000000000011001,0,0,0,0,31,62,7,0,25,0 | 0 | 0 | 0 | 31 | 62 | 7 | 0 | 25
6603,3098478885462147078,10101100000000000000100010000101000000000001010000000000000110,0,43,0,2,33,64,5,0,6,0 | 43 | 0 | 2 | 33 | 64 | 5 | 0 | 6
6604,1513261272152866849,1010100000000001011110001110000000011000001110000000000100001,0,21,0,47,28,3,7,0,33,0 | 21 | 0 | 47 | 28 | 3 | 7 | 0 | 33
6605,30877274931231,111000001010100101101000000010000000000011111,0,0,0,28,21,45,1,0,31,0 | 0 | 0 | 28 | 21 | 45 | 1 | 0 | 31
6606,168975062434302197770,10010010100100000000000001000000010000001000000010010000000000001010,9,41,0,4,4,8,9,0,10,9 | 41 | 0 | 4 | 4 | 8 | 9 | 0 | 10
6607,258257801432592220166,11100000000000001100000001100001100000101111000001110000000000000110,14,0,12,6,24,47,7,0,6,14 | 0 | 12 | 6 | 24 | 47 | 7 | 0 | 6
6608,2522015920579346481,10001100000000000000000001111000011000000000110000000000110001,0,35,0,0,30,24,3,0,49,0 | 35 | 0 | 0 | 30 | 24 | 3 | 0 | 49
6609,2594098752012943380,10010000000000000101110001001000100010000001000000000000010100,0,36,0,23,18,34,4,0,20,0 | 36 | 0 | 23 | 18 | 34 | 4 | 0 | 20
6610,3026449830643040269,10101000000000000111000001011000001110000001010000000000001101,0,42,0,28,22,14,5,0,13,0 | 42 | 0 | 28 | 22 | 14 | 5 | 0 | 13
6611,103079542787,1100000000000000001010000000000000011,0,0,0,0,24,0,5,0,3,0 | 0 | 0 | 0 | 24 | 0 | 5 | 0 | 3
6612,18446804676755390465,10000000000000000001101110001111000111111000001010000000000000001,1,0,0,55,30,63,5,0,1,1 | 0 | 0 | 55 | 30 | 63 | 5 | 0 | 1
6613,1080911198192533515,111100000000001010110000001000000010000000100000000000001011,0,15,0,43,2,2,2,0,11,0 | 15 | 0 | 43 | 2 | 2 | 2 | 0 | 11
6614,1080864010410983448,111100000000000000000001011100111111000011010000000000011000,0,15,0,0,23,63,13,0,24,0 | 15 | 0 | 0 | 23 | 63 | 13 | 0 | 24
6615,8641118211,1000000011000011010000000000000011,0,0,0,0,2,3,13,0,3,0 | 0 | 0 | 0 | 2 | 3 | 13 | 0 | 3
6616,2305870532119953433,10000000000000000110010000100000101101000011010000000000011001,0,32,0,25,8,45,13,0,25,0 | 32 | 0 | 25 | 8 | 45 | 13 | 0 | 25
6617,221360928911408562179,11000000000000000000000000000000011001000011000000010000000000000011,12,0,0,0,6,67,1,0,3,12 | 0 | 0 | 0 | 6 | 67 | 1 | 0 | 3
6618,21184984432159227915,10010011000000000001011110001100100100011000010000000000000001011,1,38,0,47,25,35,8,0,11,1 | 38 | 0 | 47 | 25 | 35 | 8 | 0 | 11
6619,439120888039145742,11000011000000100100001111100000001000001110000000100001110,0,6,24,18,31,1,7,1,14,0 | 6 | 24 | 18 | 31 | 1 | 7 | 1 | 14
6620,2449994632570995226,10001000000000001000010010001101000000000000100000001000011010,0,34,0,33,35,64,2,2,26,0 | 34 | 0 | 33 | 35 | 64 | 2 | 2 | 26
6621,30820987699220,111000000100000010010000001100000000000010100,0,0,0,28,8,18,6,0,20,0 | 0 | 0 | 28 | 8 | 18 | 6 | 0 | 20
6622,1008831717470961689,111000000000000101110001101000011110000000010000000000011001,0,14,0,23,26,30,1,0,25,0 | 14 | 0 | 23 | 26 | 30 | 1 | 0 | 25
6623,2886843706198196235,10100000010000001000010000111000111110000001000000000000001011,0,40,16,33,14,62,4,0,11,0 | 40 | 16 | 33 | 14 | 62 | 4 | 0 | 11
6624,2305866207103877156,10000000000000000101010001100100101110000000010000000000100100,0,32,0,21,25,46,1,0,36,0 | 32 | 0 | 21 | 25 | 46 | 1 | 0 | 36
6625,3096375185768462,1011000000000010001100000111000010100000000000001110,0,0,11,0,35,7,10,0,14,0 | 0 | 11 | 0 | 35 | 7 | 10 | 0 | 14
6626,864742861538787335,110000000000001011110000110100001100000100110000000000000111,0,12,0,47,13,12,19,0,7,0 | 12 | 0 | 47 | 13 | 12 | 19 | 0 | 7
6627,36348878913571,1000010000111100100010000001000000000000100011,0,0,0,33,15,34,4,0,35,0 | 0 | 0 | 33 | 15 | 34 | 4 | 0 | 35
6628,1657324775582335002,1011100000000000000000001101000111110000010100000000000011010,0,23,0,0,26,62,10,0,26,0 | 23 | 0 | 0 | 26 | 62 | 10 | 0 | 26
6629,2450005510800539650,10001000000000001010110000100000001001000001000000000000000010,0,34,0,43,8,9,4,0,2,0 | 34 | 0 | 43 | 8 | 9 | 4 | 0 | 2
6630,1157143771159986183,1000000001111000000000010000100001010000011000000000000000111,0,16,15,0,33,10,12,0,7,0 | 16 | 15 | 0 | 33 | 10 | 12 | 0 | 7
6631,335139876506496729095,100100010101100000000000001100000100100010110000001010000000000000111,18,43,0,6,9,22,5,0,7,18 | 43 | 0 | 6 | 9 | 22 | 5 | 0 | 7
6632,77425414519324700,100010011000100100000000100011001000000110000000000011100,0,1,19,18,1,25,3,0,28,0 | 1 | 19 | 18 | 1 | 25 | 3 | 0 | 28
6633,7660353346207758,11011001101110000110100000000000011100000000000001110,0,0,27,55,13,0,14,0,14,0 | 0 | 27 | 55 | 13 | 0 | 14 | 0 | 14
6634,1080864014554955779,111100000000000000000001100000110110000011010000000000000011,0,15,0,0,24,54,13,0,3,0 | 15 | 0 | 0 | 24 | 54 | 13 | 0 | 3
6635,72070814518412804,100000000000011000000011000100010000010110000011000000100,0,1,0,12,6,34,11,6,4,0 | 1 | 0 | 12 | 6 | 34 | 11 | 6 | 4
6636,2596043800699535380,10010000000111000000000001010100010010000011010000000000010100,0,36,7,0,21,18,13,0,20,0 | 36 | 7 | 0 | 21 | 18 | 13 | 0 | 20
6637,2957189364642021402,10100100001010000011000000111100101101000011010000000000011010,0,41,10,12,15,45,13,0,26,0 | 41 | 10 | 12 | 15 | 45 | 13 | 0 | 26
6638,62706976358401,1110010000100000011011000011010000000000000001,0,0,0,57,8,27,13,0,1,0 | 0 | 0 | 57 | 8 | 27 | 13 | 0 | 1
6639,1157166796680265736,1000000001111000101010001001000010110000000010000000000001000,0,16,15,21,18,22,1,0,8,0 | 16 | 15 | 21 | 18 | 22 | 1 | 0 | 8
6640,260488266254252179467,11100001111100000000001110100000100001000010000100110000000000001011,14,31,0,58,8,66,19,0,11,14 | 31 | 0 | 58 | 8 | 66 | 19 | 0 | 11
6641,2161727899303215129,1111000000000000000000001001000110011000001010000000000011001,0,30,0,0,18,51,5,0,25,0 | 30 | 0 | 0 | 18 | 51 | 5 | 0 | 25
6642,288230393634029595,10000000000000000000000010000010010000001110000000000011011,0,4,0,0,4,18,7,0,27,0 | 4 | 0 | 0 | 4 | 18 | 7 | 0 | 27
6643,2167685027784294934,1111000010101001010100000110001000010000001000000001000010110,0,30,21,42,12,66,4,2,22,0 | 30 | 21 | 42 | 12 | 66 | 4 | 2 | 22
6644,5958413297189380,10101001010110010010100110100000000010000001000000100,0,0,21,43,37,52,1,2,4,0 | 0 | 21 | 43 | 37 | 52 | 1 | 2 | 4
6645,5348038517391388,10011000000000000001101000000000100110000000000011100,0,0,19,0,3,64,19,0,28,0 | 0 | 19 | 0 | 3 | 64 | 19 | 0 | 28
6646,2161788325365874719,1111000000000001101110000011100111101000001010000000000011111,0,30,0,55,7,61,5,0,31,0 | 30 | 0 | 55 | 7 | 61 | 5 | 0 | 31
6647,260780954028429346828,11100010001100010000000100000000001100011100000000010000100000001100,14,35,16,16,3,28,1,8,12,14 | 35 | 16 | 16 | 3 | 28 | 1 | 8 | 12
6648,866661496393236506,110000000111000000000000101000001001000001110000000000011010,0,12,7,0,10,9,7,0,26,0 | 12 | 7 | 0 | 10 | 9 | 7 | 0 | 26
6649,5348175670542342,10011000000000010001100101111000010100000000000000110,0,0,19,0,35,47,10,0,6,0 | 0 | 19 | 0 | 35 | 47 | 10 | 0 | 6
6650,3105833432069308424,10101100011010001000110000110100010010000001100000000000001000,0,43,26,35,13,18,6,0,8,0 | 43 | 26 | 35 | 13 | 18 | 6 | 0 | 8
6651,1587811420698116109,1011000001001000010100001001100010101000001010000000000001101,0,22,9,10,19,21,5,0,13,0 | 22 | 9 | 10 | 19 | 21 | 5 | 0 | 13
6652,432346719675088923,11000000000000000010000110100000110000010100000000000011011,0,6,0,1,13,6,10,0,27,0 | 6 | 0 | 1 | 13 | 6 | 10 | 0 | 27
6653,2017658865147379739,1110000000000001010100000110000111111000001110000000000011011,0,28,0,42,12,63,7,0,27,0 | 28 | 0 | 42 | 12 | 63 | 7 | 0 | 27
6654,2954386670545600532,10100100000000000101110000011000011011000001010000000000010100,0,41,0,23,6,27,5,0,20,0 | 41 | 0 | 23 | 6 | 27 | 5 | 0 | 20
6655,90379190278,1010100001011000001010000000000000110,0,0,0,0,21,11,5,0,6,0 | 0 | 0 | 0 | 21 | 11 | 5 | 0 | 6
6656,2383552124140978206,10000100010100000101000000011100111111000011010000000000011110,0,33,20,20,7,63,13,0,30,0 | 33 | 20 | 20 | 7 | 63 | 13 | 0 | 30
6657,1008838327576887297,111000000000000111010001110100100111000001010000000000000001,0,14,0,29,29,39,5,0,1,0 | 14 | 0 | 29 | 29 | 39 | 5 | 0 | 1
6658,293578521338183711,10000010011000000000001110000010110000011000000000000011111,0,4,19,0,28,22,12,0,31,0 | 4 | 19 | 0 | 28 | 22 | 12 | 0 | 31
6659,360287979819958277,10100000000000000000000001000111110000000110000000000000101,0,5,0,0,2,62,3,0,5,0 | 5 | 0 | 0 | 2 | 62 | 3 | 0 | 5
6660,1585267210568794131,1011000000000000000000010000100000000000001110000000000010011,0,22,0,0,33,0,7,0,19,0 | 22 | 0 | 0 | 33 | 0 | 7 | 0 | 19
6661,504966250540367907,11100000010000000000010000100100011000001010000000000100011,0,7,2,0,33,35,5,0,35,0 | 7 | 2 | 0 | 33 | 35 | 5 | 0 | 35
6662,2594096497440915479,10010000000000000101010000010100110011000011010000000000010111,0,36,0,21,5,51,13,0,23,0 | 36 | 0 | 21 | 5 | 51 | 13 | 0 | 23
6663,2594084423633141796,10010000000000000010100000101000001100000001110000000000100100,0,36,0,10,10,12,7,0,36,0 | 36 | 0 | 10 | 10 | 12 | 7 | 0 | 36
6664,23193930891281,101010001100001000010000000110000000000010001,0,0,0,21,24,66,3,0,17,0 | 0 | 0 | 21 | 24 | 66 | 3 | 0 | 17
6665,6793916859088905,11000001000110000100000001001000001010000000000001001,0,0,24,35,8,9,5,0,9,0 | 0 | 24 | 35 | 8 | 9 | 5 | 0 | 9
6666,504443935021006881,11100000000001001010001011000010100000001110000000000100001,0,7,0,37,22,20,7,0,33,0 | 7 | 0 | 37 | 22 | 20 | 7 | 0 | 33
6667,1154943614535860228,1000000000111001011110001100100101000000001000000000000000100,0,16,7,47,25,40,4,0,4,0 | 16 | 7 | 47 | 25 | 40 | 4 | 0 | 4
6668,3026419053209387034,10101000000000000000000001100000100000000001010000000000011010,0,42,0,0,24,32,5,0,26,0 | 42 | 0 | 0 | 24 | 32 | 5 | 0 | 26
6669,4837988819992609,10001001100000010000000001101000010110000000000100001,0,0,17,48,32,13,11,0,33,0 | 0 | 17 | 48 | 32 | 13 | 11 | 0 | 33
6670,2954361382029557768,10100100000000000000000000011000101010000000010000000000001000,0,41,0,0,6,42,1,0,8,0 | 41 | 0 | 0 | 6 | 42 | 1 | 0 | 8
6671,55345912307542982690,110000000000010100001011100000001000101101000001010000000000100010,3,0,20,46,2,45,5,0,34,3 | 0 | 20 | 46 | 2 | 45 | 5 | 0 | 34
6672,72057697621114888,100000000000000000001100000011110000010100000000000001000,0,1,0,0,24,30,10,0,8,0 | 1 | 0 | 0 | 24 | 30 | 10 | 0 | 8
6673,2161728989386375175,1111000000000000000010001000000000001000010100000000000000111,0,30,0,1,16,1,10,0,7,0 | 30 | 0 | 1 | 16 | 1 | 10 | 0 | 7
6674,1152929309669785649,1000000000000000001110001100101000010000000010000000000110001,0,16,0,7,25,66,1,0,49,0 | 16 | 0 | 7 | 25 | 66 | 1 | 0 | 49
